scientificName,year,n,cumulative
"Sphecodes ruficrus (Erichson, 1835)",1863,1,512
"Bombus fervidus (Fabricius, 1798)",1864,1,513
"Agapostemon texanus Cresson, 1872",1864,1,514
"Lasioglossum sexnotatum (Kirby, 1802)",1864,1,515
"Coelioxys porterae Cockerell, 1900",1864,1,516
"Eucera atriventris (Smith, 1854)",1865,1,517
"Agapostemon splendens (Lepeletier, 1841)",1865,1,518
"Augochlora pura (Say, 1837)",1865,1,519
"Andrena hirticincta Provancher, 1888",1865,1,520
"Bombus zonatus Smith, 1854",1865,1,521
"Habropoda zonatula Smith, 1854",1865,1,522
"Osmia andrenoides Spinola, 1808",1865,1,523
"Coelioxys rufitarsis Smith, 1854",1865,1,524
"Nomada ferruginata (Linné, 1767)",1866,1,525
"Bombus pomorum (Panzer, 1805)",1866,1,526
"Nomada succincta Panzer, 1798",1866,1,527
"Andrena gravida Imhoff, 1832",1866,1,528
"Anthophora aestivalis (Panzer, 1801)",1867,1,529
"Nomada similis Morawitz, 1872",1867,1,530
"Nomada rhenana Morawitz, 1872",1867,1,531
"Andrena decipiens Schenck, 1861",1867,1,532
"Andrena erberi Morawitz, 1871",1867,1,533
"Colletes validus Cresson, 1868",1867,1,534
"Triepeolus pectoralis (Robertson, 1897)",1867,1,535
"Deltoptila badia (Dours, 1870)",1867,1,536
"Bombus sichelii Radoszkowski, 1860",1867,1,537
"Xylocopa nigrita (Fabricius, 1775)",1867,1,538
"Euglossa chalybeata Friese, 1925",1867,1,539
"Eulaema pseudocingulata Oliveira, 2006",1867,1,540
"Centris agilis Smith, 1874",1867,1,541
"Centris flavifrons (Fabricius, 1775)",1867,1,542
"Centris decolorata Lepeletier, 1841",1867,1,543
"Centris transversa Pérez, 1905",1867,1,544
"Epicharis elegans Smith, 1861",1867,1,545
"Epicharis dejeanii Lepeletier, 1841",1867,1,546
"Epicharis umbraculata (Fabricius, 1804)",1867,1,547
"Epicharis rustica (Olivier, 1789)",1867,1,548
"Centris obsoleta Lepeletier, 1841",1867,1,549
"Centris dimidiata (Olivier, 1789)",1867,1,550
"Centris nigerrima (Spinola, 1851)",1867,1,551
"Centris longimana Fabricius, 1804",1867,1,552
"Centris fuscata Lepeletier, 1841",1867,1,553
"Halictus sexcinctus (Fabricius, 1775)",1867,1,554
"Megachile laticeps Smith, 1853",1867,1,555
"Nomada seneciophila Mitchell, 1962",1868,1,556
"Lasioglossum monstrificum (Morawitz, 1891)",1868,1,557
"Andrena illinoiensis Robertson, 1891",1868,1,558
"Andrena agilissima (Scopoli, 1770)",1868,1,559
"Andrena miserabilis Cresson, 1872",1868,1,560
"Anthidium florentinum (Fabricius, 1775)",1868,1,561
"Ceratina chalybea Chevrier, 1872",1868,1,562
"Hylaeus leptocephalus (Morawitz, 1871)",1868,1,563
"Hylaeus variegatus (Fabricius, 1798)",1868,1,564
"Hylaeus sinuatus (Schenck, 1853)",1868,1,565
"Hylaeus angustatus (Schenck, 1861)",1868,1,566
"Icteranthidium laterale (Latreille, 1809)",1868,1,567
"Dufourea dentiventris (Nylander, 1848)",1869,1,568
"Andrena mitis Schmiedeknecht, 1883",1869,1,569
"Andrena praecox (Scopoli, 1763)",1869,1,570
"Megachile alpicola Alfken, 1924",1869,1,571
"Eufriesea mussitans (Fabricius, 1787)",1869,1,572
"Xylocopa unicolor Smith, 1860",1869,1,573
"Melitta haemorrhoidalis (Fabricius, 1775)",1869,1,574
"Hyleoides zonalis Smith, 1853",1870,1,575
"Austronomia muscosa (Cockerell, 1910)",1870,1,576
"Nomada femoralis Morawitz, 1869",1870,1,577
"Thyreus orbatus (Lepeletier, 1841)",1870,1,578
"Nomada bifasciata Olivier, 1812",1870,1,579
"Bombus cingulatus Wahlberg, 1854",1870,1,580
"Apis cerana Fabricius, 1793",1870,1,581
"Rophites algirus Pérez, 1895",1870,1,582
"Lasioglossum pauxillum (Schenck, 1853)",1870,1,583
"Andrena dunningi Cockerell, 1898",1870,1,584
"Hoplitis villosa (Schenck, 1853)",1870,1,585
"Hoplitis adunca (Panzer, 1798)",1870,1,586
"Bombus deuteronymus Schulz, 1906",1870,1,587
"Bombus niveatus Kriechbaumer, 1870",1870,1,588
"Centris terminata Smith, 1874",1870,1,589
"Halictus semitectus Morawitz, 1874",1870,1,590
"Lasioglossum erythrurum (Cockerell, 1914)",1871,1,591
"Bombus confusus Schenck, 1861",1871,1,592
"Bombus huntii Greene, 1860",1871,1,593
"Xylocopa valga Gerstäcker, 1872",1871,1,594
"Amegilla quadrifasciata (de Villers, 1789)",1871,1,595
"Nomada conjungens Herrich-Schäffer, 1839",1871,1,596
"Sphecodes scabricollis Wesmael, 1865",1871,1,597
"Systropha planidens Giraud, 1861",1871,1,598
"Andrena bilimeki LaBerge, 1967",1871,1,599
"Andrena schencki Morawitz, 1866",1871,1,600
"Calliopsis andreniformis Smith, 1853",1871,1,601
"Anthidium septemspinosum Lepeletier, 1841",1871,1,602
"Hoplitis claviventris (Thomson, 1872)",1871,1,603
"Bombus ashtoni (Cresson, 1864)",1871,1,604
"Bombus citrinus (Smith, 1854)",1871,1,605
"Bombus fragrans (Pallas, 1771)",1871,1,606
"Bombus dahlbomii Guérin-Méneville, 1835",1871,1,607
"Xylocopa olivieri Lepeletier, 1841",1871,1,608
"Pseudaugochlora sordicutis (Vachal, 1904)",1871,1,609
"Eremaphanta vitellina (Morawitz, 1875)",1871,1,610
"Megachile parietina (Geoffroy, 1785)",1871,1,611
"Anthidiellum toltecum (Cresson, 1878)",1871,1,612
"Colletes kincaidii Cockerell, 1898",1871,1,613
"Nomada integra Brullé, 1832",1871,1,614
"Osmia atriventris Cresson, 1864",1871,1,615
"Anthophora dubia Eversmann, 1852",1871,1,616
"Bombus mesomelas Gerstäcker, 1869",1872,1,617
"Lasioglossum nigripes (Lepeletier, 1841)",1872,1,618
"Lasioglossum marginatum (Brullé, 1832)",1872,1,619
"Osmia ligurica Morawitz, 1868",1872,1,620
"Anthidiellum strigatum (Panzer, 1805)",1872,1,621
"Sphecodes ranunculi Robertson, 1897",1872,1,622
"Sphecodes dichrous Smith, 1853",1872,1,623
"Megachile comata Cresson, 1872",1872,1,624
"Xylocopa hyalinipennis Friese, 1922",1872,1,625
"Xylocopa erythrina Gribodo, 1894",1872,1,626
"Amegilla nigritarsis (Friese, 1905)",1872,1,627
"Andrena tscheki Morawitz, 1872",1872,1,628
"Coelioxys capensis Smith, 1854",1872,1,629
"Xylocopa hottentotta Smith, 1854",1872,1,630
"Bombus monticola Smith, 1849",1873,1,631
"Halictus subauratus (Rossi, 1792)",1873,1,632
"Dufourea marginata (Cresson, 1878)",1873,1,633
"Andrena regularis Malloch, 1917",1873,1,634
"Hylaeus nigrita (Fabricius, 1798)",1873,1,635
"Hylaeus taeniolatus Förster, 1871",1873,1,636
"Hylaeus gibbus Saunders, 1850",1873,1,637
"Trinomia orientalis (Friese, 1909)",1873,1,638
"Coelioxys umbripennis Friese, 1922",1873,1,639
"Euglossa ignita Smith, 1874",1874,1,640
"Nomada furva Panzer, 1798",1874,1,641
"Tetraloniella junodi (Friese, 1909)",1874,1,642
"Tetraloniella salicariae (Lepeletier, 1841)",1874,1,643
"Lasioglossum interruptum (Panzer, 1798)",1874,1,644
"Lasioglossum clypeare (Schenck, 1853)",1874,1,645
"Sphecodes croaticus Meyer, 1922",1874,1,646
"Andrena nasonii Robertson, 1895",1874,1,647
"Andrena lepida Schenck, 1861",1874,1,648
"Andrena nitidiuscula Schenck, 1853",1874,1,649
"Colletes americanus Cresson, 1868",1874,1,650
"Hylaeus euryscapus Förster, 1871",1874,1,651
"Osmia georgica Cresson, 1878",1874,1,652
"Megachile ericetorum Lepeletier, 1841",1874,1,653
"Euglossa decorata Smith, 1874",1874,1,654
"Bombus ignitus Smith, 1869",1874,1,655
"Osmia albiventris Cresson, 1864",1874,1,656
"Andrena krigiana Robertson, 1901",1874,1,657
"Bombus mendax Gerstäcker, 1869",1874,1,658
"Sphecodes rufiventris (Panzer, 1798)",1874,1,659
"Nomada stigma Fabricius, 1804",1875,1,660
"Anthophora rufolanata Dours, 1870",1875,1,661
"Xylocopa watmoughi Eardley, 1983",1875,1,662
"Nomada discrepans Schmiedeknecht, 1882",1875,1,663
"Nomada blepharipes Schmiedeknecht, 1882",1875,1,664
"Lasioglossum quadrisignatum (Schenck, 1853)",1875,1,665
"Lasioglossum puncticolle (Morawitz, 1872)",1875,1,666
"Andrena mariae Robertson, 1891",1875,1,667
"Andrena cressonii Robertson, 1891",1875,1,668
"Hylaeus gredleri Förster, 1871",1875,1,669
"Fidelia paradoxa Friese, 1899",1875,1,670
"Stelis breviuscula (Nylander, 1848)",1875,1,671
"Osmia submicans Morawitz, 1870",1875,1,672
"Bombus baeri Vachal, 1904",1875,1,673
"Anthophora abrupta Say, 1837",1875,1,674
"Ceratina cucurbitina (Rossi, 1792)",1876,1,675
"Eucera interrupta Baer, 1850",1876,1,676
"Tetraloniella alticincta (Lepeletier, 1841)",1876,1,677
"Tetraloniella fulvescens (Giraud, 1863)",1876,1,678
"Amegilla garrula (Rossi, 1790)",1876,1,679
"Nomada minuscula Noskiewicz, 1930",1876,1,680
"Biastes emarginatus (Schenck, 1853)",1876,1,681
"Lasioglossum lucidulum (Schenck, 1861)",1876,1,682
"Lasioglossum pygmaeum (Schenck, 1853)",1876,1,683
"Lasioglossum tricinctum (Schenck, 1874)",1876,1,684
"Halictus scabiosae (Rossi, 1790)",1876,1,685
"Halictus simplex Blüthgen, 1923",1876,1,686
"Halictus kessleri Bramson, 1879",1876,1,687
"Lasioglossum convexiusculum (Schenck, 1853)",1876,1,688
"Halictus langobardicus Blüthgen, 1944",1876,1,689
"Lasioglossum euboeense (Strand, 1909)",1876,1,690
"Lasioglossum griseolum (Morawitz, 1872)",1876,1,691
"Andrena braccata Viereck, 1907",1876,1,692
"Hylaeus kahri Förster, 1871",1876,1,693
"Colletes nigricans Gistel, 1857",1876,1,694
"Osmia viridana Morawitz, 1874",1876,1,695
"Osmia rufohirta Latreille, 1811",1876,1,696
"Heriades crenulata Nylander, 1856",1876,1,697
"Coelioxys afer Lepeletier, 1841",1876,1,698
"Coelioxys aurolimbatus Förster, 1853",1876,1,699
"Chelostoma emarginatum (Nylander, 1856)",1876,1,700
"Anthidium loti Perris, 1852",1876,1,701
"Hoplitis ravouxi (Pérez, 1902)",1876,1,702
"Anthidium oblongatum (Illiger, 1806)",1876,1,703
"Xylocopa flavicollis (De Geer, 1778)",1876,1,704
"Ceratina nasalis Friese, 1905",1876,1,705
"Xylocopa torrida (Westwood, 1838)",1876,1,706
"Ceratina japonica Cockerell, 1911",1876,1,707
"Megachile mossambica Gribodo, 1895",1876,1,708
"Anthophora mucida Gribodo, 1873",1876,1,709
"Hylaeus clypearis (Schenck, 1853)",1876,1,710
"Osmia brevicornis (Fabricius, 1798)",1876,1,711
"Bombus ternarius Say, 1837",1877,1,712
"Bombus griseocollis (De Geer, 1773)",1877,1,713
"Ammobates punctatus (Fabricius, 1804)",1877,1,714
"Nomada mutica Morawitz, 1872",1877,1,715
"Anthophora crinipes Smith, 1854",1877,1,716
"Bombus centralis Cresson, 1864",1877,1,717
"Xylocopa rufitarsis Lepeletier, 1841",1877,1,718
"Systropha curvicornis (Scopoli, 1770)",1877,1,719
"Lasioglossum subhirtum (Lepeletier, 1841)",1877,1,720
"Lasioglossum costulatum (Kriechbaumer, 1873)",1877,1,721
"Andrena confederata Viereck, 1917",1877,1,722
"Andrena barbara Bouseman and LaBerge, 1979",1877,1,723
"Andrena cinerea Brullé, 1832",1877,1,724
"Hylaeus duckei (Alfken, 1905)",1877,1,725
"Colletes gallicus Radoszkowski, 1891",1877,1,726
"Hoplitis lepeletieri (Pérez, 1879)",1877,1,727
"Osmia gallarum Spinola, 1808",1877,1,728
"Osmia latreillei (Spinola, 1806)",1877,1,729
"Dioxys cinctus (Jurine, 1807)",1877,1,730
"Andrena hippotes Robertson, 1895",1877,1,731
"Bombus sandersoni Franklin, 1913",1877,1,732
"Nomada maculata Cresson, 1863",1877,1,733
"Triepeolus remigatus (Fabricius, 1804)",1877,1,734
"Nomada obliterata Cresson, 1863",1877,1,735
"Nomada imbricata Smith, 1854",1877,1,736
"Melissodes agilis Cresson, 1878",1877,1,737
"Lasioglossum albipenne (Robertson, 1890)",1877,1,738
"Bombus robustus Smith, 1854",1877,1,739
"Lasioglossum mesosclerum (Pérez, 1903)",1877,1,740
"Andrena illini Bouseman and LaBerge, 1979",1877,1,741
"Pseudoanthidium nanum (Mocsáry, 1880)",1877,1,742
"Amegilla calens (Lepeletier, 1841)",1878,1,743
"Nomada errans Lepeletier, 1841",1878,1,744
"Triepeolus lunatus (Say, 1824)",1878,1,745
"Nomada bluethgeni Stoeckhert, 1944",1878,1,746
"Nomada mutabilis Morawitz, 1871",1878,1,747
"Nomada melathoracica Imhoff, 1834",1878,1,748
"Sphecodes confertus Say, 1837",1878,1,749
"Lasioglossum tegulare (Robertson, 1890)",1878,1,750
"Halictus ligatus Say, 1837",1878,1,751
"Lasioglossum pallens (Brullé, 1832)",1878,1,752
"Panurginus montanus Giraud, 1861",1878,1,753
"Hylaeus punctatus (Brullé, 1832)",1878,1,754
"Hoplitis anthocopoides (Schenck, 1853)",1878,1,755
"Stelis franconica Blüthgen, 1930",1878,1,756
"Chelostoma distinctum (Stoeckhert, 1929)",1878,1,757
"Melissodes druriellus (Kirby, 1802)",1878,1,758
"Melissodes morrilli Cockerell, 1918",1878,1,759
"Peponapis pruinosa (Say, 1837)",1878,1,760
"Bombus borealis Kirby, 1837",1878,1,761
"Melissodes desponsus Smith, 1854",1878,1,762
"Bombus auricomus (Robertson, 1903)",1878,1,763
"Bombus bimaculatus Cresson, 1863",1878,1,764
"Ceratina calcarata Robertson, 1900",1878,1,765
"Bombus affinis Cresson, 1863",1878,1,766
"Lasioglossum leucocomus (Lovell, 1908)",1878,1,767
"Megachile inimica Cresson, 1872",1878,1,768
"Megachile addenda Cresson, 1878",1878,1,769
"Osmia distincta Cresson, 1864",1878,1,770
"Bombus patagiatus Nylander, 1848",1878,1,771
"Bombus cullumanus (Kirby, 1802)",1878,1,772
"Tetragonula laeviceps (Smith, 1857)",1878,1,773
"Xylocopa sonorina Smith, 1874",1879,1,774
"Lasioglossum minutulum (Schenck, 1853)",1879,1,775
"Dufourea minuta Lepeletier, 1841",1879,1,776
"Agapostemon melliventris Cresson, 1874",1879,1,777
"Lasioglossum pseudopectorale (Cockerell, 1896)",1879,1,778
"Andrena trizonata (Ashmead, 1890)",1879,1,779
"Andrena nigrae Robertson, 1905",1879,1,780
"Perdita interrupta Cresson, 1878",1879,1,781
"Andrena vierecki Cockerell, 1904",1879,1,782
"Andrena nuda Robertson, 1891",1879,1,783
"Andrena angustitarsata Viereck, 1904",1879,1,784
"Andrena pallidifovea (Viereck, 1904)",1879,1,785
"Andrena hallii Dunning, 1898",1879,1,786
"Colletes compactus Cresson, 1868",1879,1,787
"Lasioglossum macoupinense (Robertson, 1895)",1879,1,788
"Agapostemon obliquus (Provancher, 1888)",1879,1,789
"Anthophora urbana Cresson, 1878",1879,1,790
"Nomada articulata Smith, 1854",1879,1,791
"Megalopta purpurata Smith, 1879",1879,1,792
"Andrena plana Viereck, 1904",1879,1,793
"Rhinocorynura briseis (Smith, 1879)",1879,1,794
"Bombus fraternus (Smith, 1854)",1880,1,795
"Triepeolus tristis (Smith, 1854)",1880,1,796
"Melissodes dentiventris Smith, 1854",1880,1,797
"Pachymelus festivus (Dours, 1870)",1880,1,798
"Nomada agrestis Fabricius, 1787",1880,1,799
"Bombus vosnesenskii Radoszkowski, 1862",1880,1,800
"Lasioglossum coriaceum (Smith, 1853)",1880,1,801
"Lasioglossum angusticeps (Perkins, 1895)",1880,1,802
"Lasioglossum pauperatum (Brullé, 1832)",1880,1,803
"Andrena atlantica Mitchell, 1960",1880,1,804
"Andrena brevipalpis Cockerell, 1930",1880,1,805
"Colletes capensis Cameron, 1905",1880,1,806
"Colletes hylaeiformis Eversmann, 1852",1880,1,807
"Osmia uncinata Gerstäcker, 1869",1880,1,808
"Pseudoanthidium scapulare (Latreille, 1809)",1880,1,809
"Andrena biareola LaBerge, 1971",1880,1,810
"Andrena daeckei Viereck, 1907",1880,1,811
"Andrena alleghaniensis Viereck, 1907",1880,1,812
"Meliplebeia roubiki (Eardley, 2004)",1880,1,813
"Melecta diligens Lieftinck, 1983",1880,1,814
"Melissodes communis Cresson, 1878",1880,1,815
"Eucera hamata (Bradley, 1942)",1880,1,816
"Osmia nigrifrons Cresson, 1878",1880,1,817
"Bombus variabilis (Cresson, 1872)",1880,1,818
"Bombus norvegicus (Sparre-Schneider, 1918)",1880,1,819
"Chelostoma grande (Nylander, 1852)",1881,1,820
"Megachile rotundata (Fabricius, 1787)",1881,1,821
"Bombus bellicosus Smith, 1879",1881,1,822
"Amegilla albocaudata (Dours, 1870)",1881,1,823
"Nomada subcornuta (Kirby, 1802)",1881,1,824
"Andrena bradleyi Viereck, 1907",1881,1,825
"Andrena chromotricha Cockerell, 1899",1881,1,826
"Andrena propinqua Schenck, 1853",1881,1,827
"Lithurgus sparganotes (Schletterer, 1891)",1881,1,828
"Anthidium montanum Morawitz, 1865",1881,1,829
"Andrena nana (Kirby, 1802)",1881,1,830
"Melissodes bimaculatus (Lepeletier, 1825)",1882,1,831
"Eucera caspica Morawitz, 1874",1882,1,832
"Anthophora walshii Cresson, 1869",1882,1,833
"Xylocopa capitata Smith, 1854",1882,1,834
"Bombus vandykei (Frison, 1927)",1882,1,835
"Sphecodes mandibularis Cresson, 1872",1882,1,836
"Lasioglossum forbesii (Robertson, 1890)",1882,1,837
"Agapostemon femoratus Crawford, 1901",1882,1,838
"Lasioglossum imitatum (Smith, 1853)",1882,1,839
"Lasioglossum admirandum (Sandhouse, 1924)",1882,1,840
"Lasioglossum pilosum (Smith, 1853)",1882,1,841
"Macropis nuda (Provancher, 1882)",1882,1,842
"Andrena rudbeckiae Robertson, 1891",1882,1,843
"Andrena prunorum Cockerell, 1896",1882,1,844
"Andrena viridescens Viereck, 1916",1882,1,845
"Andrena quintiliformis Viereck, 1917",1882,1,846
"Andrena schlettereri Friese, 1896",1882,1,847
"Andrena mucronata Morawitz, 1871",1882,1,848
"Coelioxys alternatus Say, 1837",1882,1,849
"Hylaeus coloradensis (Cockerell, 1896)",1882,1,850
"Megachile umatillensis (Mitchell, 1927)",1882,1,851
"Anthidium formosum Cresson, 1878",1882,1,852
"Anthidiellum notatum (Latreille, 1809)",1882,1,853
"Megachile pseudonigra Mitchell, 1927",1882,1,854
"Megachile anograe Cockerell, 1908",1882,1,855
"Hylaeus conspicuus (Metz, 1911)",1882,1,856
"Colletes fulgidus Swenk, 1904",1882,1,857
"Hylaeus wootoni (Cockerell, 1896)",1882,1,858
"Hylaeus cornutus Curtis, 1831",1882,1,859
"Hylaeus episcopalis (Cockerell, 1896)",1882,1,860
"Megachile subnigra Cresson, 1879",1882,1,861
"Megachile perihirta Cockerell, 1898",1882,1,862
"Osmia cobaltina Cresson, 1878",1882,1,863
"Megachile mellitarsis Cresson, 1878",1882,1,864
"Anthidium utahense Swenk, 1914",1882,1,865
"Megachile parallela Smith, 1853",1882,1,866
"Megachile coquilletti Cockerell, 1915",1882,1,867
"Megachile montivaga Cresson, 1878",1882,1,868
"Megachile pruina Smith, 1853",1882,1,869
"Hoplitis hypocrita (Cockerell, 1906)",1882,1,870
"Megachile dentitarsus Sladen, 1919",1882,1,871
"Megachile angelarum Cockerell, 1902",1882,1,872
"Ashmeadiella maxima Michener, 1936",1882,1,873
"Icteranthidium cimbiciforme (Smith, 1854)",1882,1,874
"Megachile wheeleri Mitchell, 1927",1882,1,875
"Osmia montana Cresson, 1864",1882,1,876
"Pseudoanthidium braunsi (Friese, 1904)",1882,1,877
"Osmia mustelina Gerstäcker, 1869",1882,1,878
"Megachile onobrychidis Cockerell, 1908",1882,1,879
"Osmia kincaidii Cockerell, 1897",1882,1,880
"Anthidium emarginatum (Say, 1824)",1882,1,881
"Protandrena ornatipes (Cresson, 1872)",1882,1,882
"Eucera parvicornis Mocsáry, 1878",1882,1,883
"Epeolus compactus Cresson, 1878",1882,1,884
"Ceratina dupla Say, 1837",1882,1,885
"Melissodes plumosus LaBerge, 1961",1882,1,886
"Epimelissodes obliquus (Say, 1837)",1882,1,887
"Anthophora gracilipes Morawitz, 1872",1882,1,888
"Thyreus meripes (Vachal, 1903)",1882,1,889
"Anthophora hispanica (Fabricius, 1787)",1882,1,890
"Triepeolus cressonii (Robertson, 1897)",1882,1,891
"Amegilla binghami (Schulz, 1906)",1882,1,892
"Bombus diversus Smith, 1869",1882,1,893
"Andrena polita Smith, 1847",1882,1,894
"Scrapter striatus Smith, 1853",1882,1,895
"Bombus brevivillus Franklin, 1913",1883,1,896
"Epimelissodes atripes (Cresson, 1872)",1883,1,897
"Xylocopa auripennis Lepeletier, 1841",1883,1,898
"Melissodes denticulatus Smith, 1854",1883,1,899
"Eucera barbiventris Pérez, 1902",1883,1,900
"Lasioglossum lionotus (Sandhouse, 1923)",1883,1,901
"Sphecodes smilacinae Robertson, 1897",1883,1,902
"Lasioglossum obscurum (Robertson, 1892)",1883,1,903
"Lasioglossum coreopsis (Robertson, 1902)",1883,1,904
"Lasioglossum viridatum (Lovell, 1905)",1883,1,905
"Halictus jucundus Smith, 1853",1883,1,906
"Lasioglossum versatum (Robertson, 1902)",1883,1,907
"Lasioglossum abanci (Crawford, 1932)",1883,1,908
"Lasioglossum coeruleum (Robertson, 1893)",1883,1,909
"Andrena floricola Eversmann, 1852",1883,1,910
"Hylaeus krebsianus (Strand, 1912)",1883,1,911
"Protandrena compositarum (Robertson, 1893)",1883,1,912
"Andrena nubecula Smith, 1853",1883,1,913
"Andrena rugosa Robertson, 1891",1883,1,914
"Andrena spiraeana Robertson, 1895",1883,1,915
"Triepeolus donatus (Smith, 1854)",1883,1,916
"Nomada cressonii Robertson, 1893",1883,1,917
"Nomada vicina Cresson, 1863",1883,1,918
"Nomada luteoloides Robertson, 1895",1883,1,919
"Lasioglossum smilacinae (Robertson, 1897)",1883,1,920
"Lasioglossum zephyrus (Smith, 1853)",1883,1,921
"Sphecodes johnsonii Lovell, 1909",1883,1,922
"Lasioglossum truncatum (Robertson, 1901)",1883,1,923
"Bombus appositus Cresson, 1878",1883,1,924
"Anthophora balearica (Friese, 1896)",1883,1,925
"Bombus morio (Swederus, 1787)",1883,1,926
"Anthophora atroalba Lepeletier, 1841",1883,1,927
"Andrena cerasifolii Cockerell, 1896",1883,1,928
"Andrena lagopus Latreille, 1809",1883,1,929
"Andrena morio Brullé, 1832",1883,1,930
"Osmia azteca Cresson, 1878",1883,1,931
"Osmia balearica Schmiedeknecht, 1886",1883,1,932
"Hoplitis insularis (Schmiedeknecht, 1886)",1883,1,933
"Andrena proxima (Kirby, 1802)",1883,1,934
"Hylaeus affinis (Smith, 1853)",1883,1,935
"Megachile rufiventris Guérin-Méneville, 1834",1883,1,936
"Lasioglossum sculpturatum (Cockerell, 1930)",1884,1,937
"Xylocopa aerata (Smith, 1851)",1884,1,938
"Epeoloides coecutiens (Fabricius, 1775)",1884,1,939
"Thyreus hirtus (de Beaumont, 1940)",1884,1,940
"Bombus weisi Friese, 1903",1884,1,941
"Thyreus albomaculatus (De Geer, 1778)",1884,1,942
"Allodape mucronata Smith, 1854",1884,1,943
"Amegilla spilostoma (Cameron, 1905)",1884,1,944
"Xylocopa scioensis Gribodo, 1884",1884,1,945
"Allodape ceratinoides Gribodo, 1884",1884,1,946
"Anthophora epichariformis Gribodo, 1893",1884,1,947
"Anthophora hirtiventris Friese, 1911",1884,1,948
"Thyreus calceatus (Vachal, 1903)",1884,1,949
"Thyreus vachali (Friese, 1905)",1884,1,950
"Anthophora pubescens (Fabricius, 1781)",1884,1,951
"Anthophora crassipes Lepeletier, 1841",1884,1,952
"Nomada piccioliana Magretti, 1883",1884,1,953
"Pseudapis diversipes (Latreille, 1806)",1884,1,954
"Augochlorella persimilis (Viereck, 1910)",1884,1,955
