n,scientificName,source,database_id,species,family,subfamily,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,doiORurl,publicationYear,Notes,Auth,Title of paper,verbatimScientificName,.invalidName,taxonRank
4,"Sphecodes fumipennis Smith, 1853",NA,BeeBDC_TempCode_68,Sphecodes fumipennis,Halictidae,Halictinae,Sphecodes,NA,fumipennis,NA,"Smith, 1853",https://tb.plazi.org/GgServer/html/DFEE4DF2F5E250579E109233D24B1068/1,1853,NA,MCO,NA,"Sphecodes fumipennis Smith, 1853",TRUE,NA
5,"Nomada mitaii Proshchalykin and Lelej, 2010",NA,BeeBDC_TempCode_69,Nomada mitaii,Apidae,Nomadinae,Nomada,NA,mitaii,NA,"Proshchalykin and Lelej, 2010",https://treatment.plazi.org/id/CA2687B39C524C09FF1FFA2E9DC0D34B,2010,NA,MCO,NA,"Nomada mitaii Proshchalykin and Lelej, 2010",TRUE,NA
1,"Coelioxys opacicollis Friese, 1922",NA,BeeBDC_TempCode_70,Coelioxys opacicollis,Megachilidae,Megachilinae,Coelioxys,NA,opacicollis,NA,"Friese, 1922",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Coelioxys opacicollis Friese, 1922",TRUE,NA
1,"Caenaugochlora beethoveni Engel, 1995",NA,BeeBDC_TempCode_71,Caenaugochlora beethoveni,Halictidae,Halictinae,Caenaugochlora,NA,beethoveni,NA,"Engel, 1995",https://www.researchgate.net/publication/273188118_Three_new_species_of_the_bee_genus_Caenaugochlora_from_Central_America_and_Colombia_Hymenoptera_Halictidae,2014,NA,MCO,NA,"Caenaugochlora beethoveni Engel, 1995",TRUE,NA
1,"Anthophora flavonigra (Wu, 1988)",NA,BeeBDC_TempCode_72,Anthophora flavonigra,Apidae,Apinae,Anthophora,NA,flavonigra,NA,"(Wu, 1988)",wu 1988,1988,NA,MCO,NA,"Anthophora flavonigra (Wu, 1988)",TRUE,NA
2,"Megachile pasteelsi (van der Zanden, 1998)",NA,BeeBDC_TempCode_73,Megachile pasteelsi,Megachilidae,Megachilinae,Megachile,NA,pasteelsi,NA,"(van der Zanden, 1998)",https://www.zobodat.at/pdf/LBB_0030_2_0523-0527.pdf,1998,NA,MCO,NA,"Megachile pasteelsi (van der Zanden, 1998)",TRUE,NA
1,"Chilicola pangue Toro and Moldenke, 1979",NA,BeeBDC_TempCode_74,Chilicola pangue,Colletidae,Xeromelissinae,Chilicola,NA,pangue,NA,"Toro and Moldenke, 1979",https://zenodo.org/records/6262289,1979,NA,MCO,NA,"Chilicola pangue Toro and Moldenke, 1979",TRUE,NA
1,"Augochloropsis cupreotincta (Cockerell, 1900)",NA,BeeBDC_TempCode_75,Augochloropsis cupreotincta,Halictidae,Halictinae,Augochloropsis,NA,cupreotincta,NA,"(Cockerell, 1900)",https://www.jstor.org/stable/4062631,1900,NA,MCO,NA,"Augochloropsis cupreotincta (Cockerell, 1900)",TRUE,NA
1,"Exoneura subbaculifera Rayment, 1948",NA,BeeBDC_TempCode_76,Exoneura subbaculifera,Apidae,Xylocopinae,Exoneura,NA,subbaculifera,NA,"Rayment, 1948",https://www.biodiversitylibrary.org/partpdf/244892,1948,NA,MCO,NA,"Exoneura subbaculifera Rayment, 1948",TRUE,NA
5,"Lasioglossum euxanthopus Pesenko, 1986",NA,BeeBDC_TempCode_77,Lasioglossum euxanthopus,Halictidae,Halictinae,Lasioglossum,NA,euxanthopus,NA,"Pesenko, 1986",https://treatment.plazi.org/id/038387D0EA67FFB665C2F935A861FEA4,2018,NA,MCO,NA,"Lasioglossum euxanthopus Pesenko, 1986",TRUE,NA
1,"Ceratina fastigiata Fox, 1896",NA,BeeBDC_TempCode_78,Ceratina fastigiata,Apidae,Xylocopinae,Ceratina,NA,fastigiata,NA,"Fox, 1896",https://www.jstor.org/stable/pdf/25084453.pdf?refreqid=fastly-default%3A5a21cbf7a4b698de133be8b395cda3a3&ab_segments=&origin=&initiator=&acceptTC=1,1983,NA,MCO,NA,"Ceratina fastigiata Fox, 1896",TRUE,NA
5,"Andrena iranella Popov, 1940",NA,BeeBDC_TempCode_79,Andrena iranella,Andrenidae,Andreninae,Andrena,NA,iranella,NA,"Popov, 1940",https://treatment.plazi.org/GgServer/html/7C5687D4FF8AFA0371DEFF0EFDEA6129/1,2023,NA,MCO,NA,"Andrena iranella Popov, 1940",TRUE,NA
1,"Larinostelis scapulata Michener and Griswold, 1994",NA,BeeBDC_TempCode_80,Larinostelis scapulata,Megachilidae,Megachilinae,Larinostelis,NA,scapulata,NA,"Michener and Griswold, 1994",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1185&context=bee_lab_mi,1994,NA,MCO,NA,"Larinostelis scapulata Michener and Griswold, 1994",TRUE,NA
1,"Sphecodes manchurianus Strand and Yasumatsu, 1938",NA,BeeBDC_TempCode_81,Sphecodes manchurianus,Halictidae,Halictinae,Sphecodes,NA,manchurianus,NA,"Strand and Yasumatsu, 1938",https://zookeys.pensoft.net/article/28042/,2018,NA,MCO,NA,"Sphecodes manchurianus Strand and Yasumatsu, 1938",TRUE,NA
1,"Megachile goegabensis Eardley, 2013",NA,BeeBDC_TempCode_82,Megachile goegabensis,Megachilidae,Megachilinae,Megachile,NA,goegabensis,NA,"Eardley, 2013",https://mapress.com/zt/article/view/zootaxa.3601.1.1,2013,NA,MCO,NA,"Megachile goegabensis Eardley, 2013",TRUE,NA
1,"Andrena chirisana Tadauchi, 1992",NA,BeeBDC_TempCode_83,Andrena chirisana,Andrenidae,Andreninae,Andrena,NA,chirisana,NA,"Tadauchi, 1992",https://www.researchgate.net/publication/287422194_A_Revision_of_the_Subgenus_Micrandrena_of_the_Genus_Andrena_of_Eastern_Asia_Hymenoptera_Apoidea_Andrenidae,2011,NA,MCO,NA,"Andrena chirisana Tadauchi, 1992",TRUE,NA
1,"Exomalopsis neglecta Buysson, 1892",NA,BeeBDC_TempCode_84,Exomalopsis neglecta,Apidae,Apinae,Exomalopsis,NA,neglecta,NA,"Buysson, 1892",https://www.jstor.org/stable/41767919,1899,NA,MCO,NA,"Exomalopsis neglecta Buysson, 1892",TRUE,NA
30,"Lipotriches karibibensis Pauly, 2014",NA,BeeBDC_TempCode_85,Lipotriches karibibensis,Halictidae,Nomiinae,Lipotriches,NA,karibibensis,NA,"Pauly, 2014",https://www.researchgate.net/publication/283854274_Les_Abeilles_des_Graminees_ou_Lipotriches_Gerstaecker_1858_sensu_stricto_Hymenoptera_Apoidea_Halictidae_Nomiinae_de_l'Afrique_subsaharienne,2014,NA,MCO,NA,"Lipotriches karibibensis Pauly, 2014",TRUE,NA
4,"Anthophora albotibialis Wu, 2000",NA,BeeBDC_TempCode_86,Anthophora albotibialis,Apidae,Apinae,Anthophora,NA,albotibialis,NA,"Wu, 2000",Wu 2000 book,2000,NA,MCO,NA,"Anthophora albotibialis Wu, 2000",TRUE,NA
1,"Lasioglossum sutshanicum Pesenko, 1986",NA,BeeBDC_TempCode_87,Lasioglossum sutshanicum,Halictidae,Halictinae,Lasioglossum,NA,sutshanicum,NA,"Pesenko, 1986",https://www.zobodat.at/pdf/LBB_0030_1_0365-0430.pdf,1998,NA,MCO,NA,"Lasioglossum sutshanicum Pesenko, 1986",TRUE,NA
6,"Andrena orizabibia Strand, 1919",NA,BeeBDC_TempCode_88,Andrena orizabibia,Andrenidae,Andreninae,Andrena,NA,orizabibia,NA,"Strand, 1919",10.21248/contrib.entomol.55.1.151-250,2005,NA,MCO,NA,"Andrena orizabibia Strand, 1919",TRUE,NA
5,"Megachile hei Wu, 2005",NA,BeeBDC_TempCode_89,Megachile hei,Megachilidae,Megachilinae,Megachile,NA,hei,NA,"Wu, 2005","Acta Zootaxonomica Sinica , 30 (1) : 155 - 165 (J an. , 2005)",2005,NA,MCO,NA,"Megachile hei Wu, 2005",TRUE,NA
2,"Nomada umbrosa Schmiedeknecht, 1882",NA,BeeBDC_TempCode_90,Nomada umbrosa,Apidae,Nomadinae,Nomada,NA,umbrosa,NA,"Schmiedeknecht, 1882",https://www.zobodat.at/pdf/LBB_0047_1_1003-1044.pdf,2015,NA,MCO,NA,"Nomada umbrosa Schmiedeknecht, 1882",TRUE,NA
8,"Andrena efeana Scheuchl and Hazir, 2012",NA,BeeBDC_TempCode_91,Andrena efeana,Andrenidae,Andreninae,Andrena,NA,efeana,NA,"Scheuchl and Hazir, 2012",http://www.atlashymenoptera.net/biblio/01500/Scheuchl_2012_Three_new_Andrena.pdf,2012,NA,MCO,NA,"Andrena efeana Scheuchl and Hazir, 2012",TRUE,NA
5,"Bombus validus Friese, 1905",NA,BeeBDC_TempCode_92,Bombus validus,Apidae,Apinae,Bombus,NA,validus,NA,"Friese, 1905",https://doi.org/10.5852/ejt.2023.892.2283,2023,NA,MCO,NA,"Bombus validus Friese, 1905",TRUE,NA
1,"Megachile reepeni Friese, 1918",NA,BeeBDC_TempCode_94,Megachile reepeni,Megachilidae,Megachilinae,Megachile,NA,reepeni,NA,"Friese, 1918",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Megachile reepeni Friese, 1918",TRUE,NA
9,"Lasioglossum imbriumbrae Gardner and Gibbs, 2020",NA,BeeBDC_TempCode_95,Lasioglossum imbriumbrae,Halictidae,Halictinae,Lasioglossum,NA,imbriumbrae,NA,"Gardner and Gibbs, 2020",https://doi.org/10.5852/ejt.2020.725.1167,2020,NA,MCO,NA,"Lasioglossum imbriumbrae Gardner and Gibbs, 2020",TRUE,NA
8,"Andrena banchan Xu and Tadauchi, 2009",NA,BeeBDC_TempCode_96,Andrena banchan,Andrenidae,Andreninae,Andrena,NA,banchan,NA,"Xu and Tadauchi, 2009",https://www.researchgate.net/profile/Huan-Li-Xu/publication/287422427_A_Revision_Of_The_Subgenus_Leucandrena_Of_The_Genus_Andrena_Of_Eastern_Asia_Hymenoptera_Apoidea_Andrenidae/links/5b85f71e299bf1d5a72ea97f/A-Revision-Of-The-Subgenus-Leucandrena-Of-The-Genus-Andrena-Of-Eastern-Asia-Hymenoptera-Apoidea-Andrenidae.pdf,2009,NA,MCO,NA,"Andrena banchan Xu and Tadauchi, 2009",TRUE,NA
1,"Heriades ellenbergeri Benoist, 1931",NA,BeeBDC_TempCode_98,Heriades ellenbergeri,Megachilidae,Megachilinae,Heriades,NA,ellenbergeri,NA,"Benoist, 1931",https://www.tandfonline.com/action/showCitFormats?doi=10.1080/21686351.1931.12280124,1931,NA,MCO,NA,"Heriades ellenbergeri Benoist, 1931",TRUE,NA
1,"Perdita cochiseana Timberlake, 1971",NA,BeeBDC_TempCode_99,Perdita cochiseana,Andrenidae,Panurginae,Perdita,NA,cochiseana,NA,"Timberlake, 1971",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1053&context=bee_lab_th,1971,NA,MCO,NA,"Perdita cochiseana Timberlake, 1971",TRUE,NA
1,"Patellapis flavofasciata (Friese, 1915)",NA,BeeBDC_TempCode_101,Patellapis flavofasciata,Halictidae,Halictinae,Patellapis,NA,flavofasciata,NA,"(Friese, 1915)",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Patellapis flavofasciata (Friese, 1915)",TRUE,NA
2,"Lasioglossum speculum (Benoist, 1964)",NA,BeeBDC_TempCode_102,Lasioglossum speculum,Halictidae,Halictinae,Lasioglossum,NA,speculum,NA,"(Benoist, 1964)",http://www.atlashymenoptera.net/biblio/00500/Pauly_et_al_2001_Apoidea_Madagascar%20OCR_compact.pdf,2001,NA,MCO,NA,"Lasioglossum speculum (Benoist, 1964)",TRUE,NA
6,"Hoplitis fascicularia (Radoszkowski, 1886)",NA,BeeBDC_TempCode_103,Hoplitis fascicularia,Megachilidae,Megachilinae,Hoplitis,NA,fascicularia,NA,"(Radoszkowski, 1886)",https://www.researchgate.net/publication/360373950_New_records_of_bees_of_the_genus_Hoplitis_Klug_1807_Hymenoptera_Megachilidae_from_Central_Asia,2022,NA,MCO,NA,"Hoplitis fascicularia (Radoszkowski, 1886)",TRUE,NA
1,"Chiasmognathus rhagae Engel, 2008",NA,BeeBDC_TempCode_104,Chiasmognathus rhagae,Apidae,Nomadinae,Chiasmognathus,NA,rhagae,NA,"Engel, 2008",https://doi.org/10.21248/contrib.entomol.58.2.223-226,2008,NA,MCO,NA,"Chiasmognathus rhagae Engel, 2008",TRUE,NA
4,"Andrena chekiangensis Wu, 1977",NA,BeeBDC_TempCode_105,Andrena chekiangensis,Andrenidae,Andreninae,Andrena,NA,chekiangensis,NA,"Wu, 1977",wu 1977,1977,NA,MCO,NA,"Andrena chekiangensis Wu, 1977",TRUE,NA
3,"Halictus albozonatus Dours, 1872",NA,BeeBDC_TempCode_106,Halictus albozonatus,Halictidae,Halictinae,Halictus,NA,albozonatus,NA,"Dours, 1872",http://www.atlashymenoptera.net/page.aspx?id=70,2016,NA,MCO,NA,"Halictus albozonatus Dours, 1872",TRUE,NA
1,"Megachile acutiventris Friese, 1903",NA,BeeBDC_TempCode_107,Megachile acutiventris,Megachilidae,Megachilinae,Megachile,NA,acutiventris,NA,"Friese, 1903",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Megachile acutiventris Friese, 1903",TRUE,NA
6,"Hoplitis tkalcuella Le Goff, 2003",NA,BeeBDC_TempCode_108,Hoplitis tkalcuella,Megachilidae,Megachilinae,Hoplitis,NA,tkalcuella,NA,"Le Goff, 2003",https://www.persee.fr/doc/bsef_0037-928x_2003_num_108_1_16924,2003,NA,MCO,NA,"Hoplitis tkalcuella Le Goff, 2003",TRUE,NA
1,"Anthophora melanopyga Fedtschenko, 1875",NA,BeeBDC_TempCode_109,Anthophora melanopyga,Apidae,Apinae,Anthophora,NA,melanopyga,NA,"Fedtschenko, 1875",http://www.atlashymenoptera.net/biblio/01000/Friese_1897_Die%20Bienen%20Europas_III_Podalirius_full.pdf,1897,NA,MCO,NA,"Anthophora melanopyga Fedtschenko, 1875",TRUE,NA
1,"Austronomia lucidula (Vachal, 1910)",NA,BeeBDC_TempCode_110,Austronomia lucidula,Halictidae,NA,Austronomia,NA,lucidula,NA,"(Vachal, 1910)",https://doi.org/10.11646/zootaxa.3442.1.1,2012,NA,MCO,NA,"Austronomia lucidula (Vachal, 1910)",TRUE,NA
2,"Nomada abnormipes Schwarz and Smit, 2020",NA,BeeBDC_TempCode_111,Nomada abnormipes,Apidae,Nomadinae,Nomada,NA,abnormipes,NA,"Schwarz and Smit, 2020",https://www.zobodat.at/pdf/LBB_0052_1_0683-0694.pdf,2020,NA,MCO,NA,"Nomada abnormipes Schwarz and Smit, 2020",TRUE,NA
65,"Halictus orientanus (Devalez and Pauly, 2015)",NA,BeeBDC_TempCode_112,Halictus orientanus,Halictidae,Halictinae,Halictus,NA,orientanus,NA,"(Devalez and Pauly, 2015)",https://www.researchgate.net/profile/Jean-Luc-Boeve/publication/283354628_DNA_barcoding_and_male_genital_morphology_reveal_five_new_cryptic_species_in_the_West_Palearctic_bee_Seladonia_smaragdula_Vachal_1895_Hymenoptera_Apoidea_Halictidae/links/56e0079108ae979addf0e139/DNA-barcoding-and-male-genital-morphology-reveal-five-new-cryptic-species-in-the-West-Palearctic-bee-Seladonia-smaragdula-Vachal-1895-Hymenoptera-Apoidea-Halictidae.pdf,2015,NA,MCO,NA,"Halictus orientanus (Devalez and Pauly, 2015)",TRUE,NA
1,"Coelioxys ambrosettii Holmberg, 1918",NA,BeeBDC_TempCode_113,Coelioxys ambrosettii,Megachilidae,Megachilinae,Coelioxys,NA,ambrosettii,NA,"Holmberg, 1918",https://doi.org/10.3161/00034541ANZ2015.65.4.011,2015,NA,MCO,NA,"Coelioxys ambrosettii Holmberg, 1918",TRUE,NA
6,"Tetraloniella viciniformis (Kerenskij, 1919)",NA,BeeBDC_TempCode_114,Tetraloniella viciniformis,Apidae,Apinae,Tetraloniella,NA,viciniformis,NA,"(Kerenskij, 1919)",https://www.researchgate.net/profile/Maxim-Proshchalykin/publication/337780792_The_species-group_names_of_bees_Hymenoptera_Apoidea_Apiformes_described_from_Crimea_North_Caucasus_European_part_of_Russia_and_Ural_Part_III_Families_Melittidae_and_Apidae_Except_Bombus_Latreille_and_/links/5de9b132299bf10bc3437038/The-species-group-names-of-bees-Hymenoptera-Apoidea-Apiformes-described-from-Crimea-North-Caucasus-European-part-of-Russia-and-Ural-Part-III-Families-Melittidae-and-Apidae-Except-Bombus-Latreille-a.pdf,2019,NA,MCO,NA,"Tetraloniella viciniformis (Kerenskij, 1919)",TRUE,NA
1,"Halictus turkmenorum Pesenko, 1984",NA,BeeBDC_TempCode_115,Halictus turkmenorum,Halictidae,Halictinae,Halictus,NA,turkmenorum,NA,"Pesenko, 1984",https://doi.org/10.11646/zootaxa.4790.3.1,2020,NA,MCO,NA,"Halictus turkmenorum Pesenko, 1984",TRUE,NA
21,"Monoeca campestris Aguiar, 2012",NA,BeeBDC_TempCode_116,Monoeca campestris,Apidae,Apinae,Monoeca,NA,campestris,NA,"Aguiar, 2012",https://mapress.com/zt/article/view/zootaxa.3564.1.2,2012,NA,MCO,NA,"Monoeca campestris Aguiar, 2012",TRUE,NA
1,"Austrothurgus malgaru Gonzalez, Engel and Griswold, 2013",NA,BeeBDC_TempCode_117,Austrothurgus malgaru,Megachilidae,Lithurginae,Austrothurgus,NA,malgaru,NA,"Gonzalez, Engel and Griswold, 2013",https://doi.org/10.17161/jom.v0i11.4520,2013,NA,MCO,NA,"Austrothurgus malgaru Gonzalez, Engel and Griswold, 2013",TRUE,NA
5,"Chelostoma carinoclypeatum Wu, 1993",NA,BeeBDC_TempCode_118,Chelostoma carinoclypeatum,Megachilidae,Megachilinae,Chelostoma,NA,carinoclypeatum,NA,"Wu, 1993",https://blogs.ethz.ch/osmiini/palaearctic-species/chelostoma/ceraheriades/,2024,NA,MCO,NA,"Chelostoma carinoclypeatum Wu, 1993",TRUE,NA
1,"Liphanthus sparsipunctus Packer, 2019",NA,BeeBDC_TempCode_119,Liphanthus sparsipunctus,Andrenidae,Panurginae,Liphanthus,NA,sparsipunctus,NA,"Packer, 2019",https://doi.org/10.11646/zootaxa.4645.1.1,2019,NA,MCO,NA,"Liphanthus sparsipunctus Packer, 2019",TRUE,NA
5,"Melanomia melanosoma (Benoist, 1964)",NA,BeeBDC_TempCode_120,Melanomia melanosoma,Halictidae,NA,Melanomia,NA,melanosoma,NA,"(Benoist, 1964)",http://www.atlashymenoptera.net/biblio/00500/Pauly_et_al_2001_Apoidea_Madagascar%20OCR_compact.pdf,2001,NA,MCO,NA,"Melanomia melanosoma (Benoist, 1964)",TRUE,NA
9,"Sphecodes sandykachis Astafurova and Proshchalykin, 2018",NA,BeeBDC_TempCode_121,Sphecodes sandykachis,Halictidae,Halictinae,Sphecodes,NA,sandykachis,NA,"Astafurova and Proshchalykin, 2018",https://doi.org/10.11646/zootaxa.4441.1.4,2018,NA,MCO,NA,"Sphecodes sandykachis Astafurova and Proshchalykin, 2018",TRUE,NA
1,"Amegilla simbana (Cockerell, 1936)",NA,BeeBDC_TempCode_122,Amegilla simbana,Apidae,Apinae,Amegilla,NA,simbana,NA,"(Cockerell, 1936)",because I said so,1936,NA,MCO,NA,"Amegilla simbana (Cockerell, 1936)",TRUE,NA
1,"Perdita fidissima Timberlake, 1968",NA,BeeBDC_TempCode_123,Perdita fidissima,Andrenidae,Panurginae,Perdita,NA,fidissima,NA,"Timberlake, 1968",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1816&context=piru_pubs,1968,NA,MCO,NA,"Perdita fidissima Timberlake, 1968",TRUE,NA
6,"Hylaeus wuae Chen and Xu, 2013",NA,BeeBDC_TempCode_124,Hylaeus wuae,Colletidae,Hylaeinae,Hylaeus,NA,wuae,NA,"Chen and Xu, 2013",https://zenodo.org/records/5267541,2013,NA,MCO,NA,"Hylaeus wuae Chen and Xu, 2013",TRUE,NA
7,"Andrena euphorbiacea Scheuchl, 2005",NA,BeeBDC_TempCode_125,Andrena euphorbiacea,Andrenidae,Andreninae,Andrena,NA,euphorbiacea,NA,"Scheuchl, 2005",http://www.atlashymenoptera.net/biblio/01500/Gruenwaldt_et_al_2005_Neue_Andrena_arten.pdf,2005,NA,MCO,NA,"Andrena euphorbiacea Scheuchl, 2005",TRUE,NA
1,"Halictus secundus Dalla Torre, 1896",NA,BeeBDC_TempCode_126,Halictus secundus,Halictidae,Halictinae,Halictus,NA,secundus,NA,"Dalla Torre, 1896",NA,NA,NA,MCO,NA,"Halictus secundus Dalla Torre, 1896",TRUE,NA
13,"Maynenomia adamaouaensis Pauly and Soukontoua, 2016",NA,BeeBDC_TempCode_127,Maynenomia adamaouaensis,Halictidae,NA,Maynenomia,NA,adamaouaensis,NA,"Pauly and Soukontoua, 2016",https://www.researchgate.net/publication/294781615_Deux_nouvelles_especes_d'abeilles_du_Massif_de_l'Adamaoua_au_Cameroun_Hymenoptera_Apoidea_Halictidae_Nomiinae,2016,NA,MCO,NA,"Maynenomia adamaouaensis Pauly and Soukontoua, 2016",TRUE,NA
3,"Hylaeus rubosus (Warncke, 1981)",NA,BeeBDC_TempCode_128,Hylaeus rubosus,Colletidae,Hylaeinae,Hylaeus,NA,rubosus,NA,"(Warncke, 1981)",https://doi.org/ 10.21248/contrib.entomol.70.2.273-346,2020,NA,MCO,NA,"Hylaeus rubosus (Warncke, 1981)",TRUE,NA
2,"Megachile plumata Wu, 2005",NA,BeeBDC_TempCode_129,Megachile plumata,Megachilidae,Megachilinae,Megachile,NA,plumata,NA,"Wu, 2005",wu 2005,2005,NA,MCO,NA,"Megachile plumata Wu, 2005",TRUE,NA
3,"Coelioxys xinjiangensis Wu, 2006",NA,BeeBDC_TempCode_130,Coelioxys xinjiangensis,Megachilidae,Megachilinae,Coelioxys,NA,xinjiangensis,NA,"Wu, 2006",wu 2006 book,2006,NA,MCO,NA,"Coelioxys xinjiangensis Wu, 2006",TRUE,NA
3,"Lisotrigona mohandasi Jobiraj and Narendran, 2004",NA,BeeBDC_TempCode_132,Lisotrigona mohandasi,Apidae,Apinae,Lisotrigona,NA,mohandasi,NA,"Jobiraj and Narendran, 2004",https://doi.org/ 10.11646/zootaxa.3647.3.1,2013,NA,MCO,NA,"Lisotrigona mohandasi Jobiraj and Narendran, 2004",TRUE,NA
3,"Ceratina aenescens Friese, 1917",NA,BeeBDC_TempCode_134,Ceratina aenescens,Apidae,Xylocopinae,Ceratina,NA,aenescens,NA,"Friese, 1917",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Ceratina aenescens Friese, 1917",TRUE,NA
1,"Hylaeus nigricans (Friese, 1913)",NA,BeeBDC_TempCode_135,Hylaeus nigricans,Colletidae,Hylaeinae,Hylaeus,NA,nigricans,NA,"(Friese, 1913)",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Hylaeus nigricans (Friese, 1913)",TRUE,NA
2,"Ptiloglossa psednozona Moure, 1947",NA,BeeBDC_TempCode_136,Ptiloglossa psednozona,Colletidae,Diphaglossinae,Ptiloglossa,NA,psednozona,NA,"Moure, 1947",https://openprairie.sdstate.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=2893&context=etd,2015,NA,MCO,NA,"Ptiloglossa psednozona Moure, 1947",TRUE,NA
2,"Ancyla nitida Friese, 1902",NA,BeeBDC_TempCode_137,Ancyla nitida,Apidae,Apinae,Ancyla,NA,nitida,NA,"Friese, 1902",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Ancyla nitida Friese, 1902",TRUE,NA
2,"Megachile latula Vachal, 1908",NA,BeeBDC_TempCode_140,Megachile latula,Megachilidae,Megachilinae,Megachile,NA,latula,NA,"Vachal, 1908",https://doi.org/10.11646/zootaxa.3442.1.1,2012,NA,MCO,NA,"Megachile latula Vachal, 1908",TRUE,NA
1,"Megachile serrigera Cockerell, 1937",NA,BeeBDC_TempCode_141,Megachile serrigera,Megachilidae,Megachilinae,Megachile,NA,serrigera,NA,"Cockerell, 1937","book, not public https://digitalcommons.usu.edu/bee_lab_co/223/",1937,NA,MCO,NA,"Megachile serrigera Cockerell, 1937",TRUE,NA
2,"Halictus chalybaeus Friese, 1909",NA,BeeBDC_TempCode_142,Halictus chalybaeus,Halictidae,Halictinae,Halictus,NA,chalybaeus,NA,"Friese, 1909",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Halictus chalybaeus Friese, 1909",TRUE,NA
1,"Megachile breviceps Friese, 1898",NA,BeeBDC_TempCode_143,Megachile breviceps,Megachilidae,Megachilinae,Megachile,NA,breviceps,NA,"Friese, 1898",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Megachile breviceps Friese, 1898",TRUE,NA
2,"Afranthidium lebanense (Mavromoustakis, 1955)",NA,BeeBDC_TempCode_144,Afranthidium lebanense,Megachilidae,Megachilinae,Afranthidium,NA,lebanense,NA,"(Mavromoustakis, 1955)",https://doi.org/ 10.11646/zootaxa.4976.1.1,2021,NA,MCO,NA,"Afranthidium lebanense (Mavromoustakis, 1955)",TRUE,NA
1,"Megachile fulvovestita Smith, 1853",NA,BeeBDC_TempCode_145,Megachile fulvovestita,Megachilidae,Megachilinae,Megachile,NA,fulvovestita,NA,"Smith, 1853",NA,1853,NA,MCO,NA,"Megachile fulvovestita Smith, 1853",TRUE,NA
1,"Patellapis suarezensis (Benoist, 1962)",NA,BeeBDC_TempCode_146,Patellapis suarezensis,Halictidae,Halictinae,Patellapis,NA,suarezensis,NA,"(Benoist, 1962)",http://www.atlashymenoptera.net/biblio/00500/Pauly_et_al_2001_Apoidea_Madagascar%20OCR_compact.pdf,2001,NA,MCO,NA,"Patellapis suarezensis (Benoist, 1962)",TRUE,NA
1,"Anthophora syriaca Friese, 1922",NA,BeeBDC_TempCode_147,Anthophora syriaca,Apidae,Apinae,Anthophora,NA,syriaca,NA,"Friese, 1922",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Anthophora syriaca Friese, 1922",TRUE,NA
1,"Lasioglossum linctum (Vachal, 1904)",NA,BeeBDC_TempCode_148,Lasioglossum linctum,Halictidae,Halictinae,Lasioglossum,NA,linctum,NA,"(Vachal, 1904)",https://doi.org/10.11646/zootaxa.3442.1.1,2012,NA,MCO,NA,"Lasioglossum linctum (Vachal, 1904)",TRUE,NA
1,"Eufriesea longipennis (Friese, 1925)",NA,BeeBDC_TempCode_149,Eufriesea longipennis,Apidae,Apinae,Eufriesea,NA,longipennis,NA,"(Friese, 1925)",https://doi.org/10.11646/zootaxa.1833.1.1,2008,NA,MCO,NA,"Eufriesea longipennis (Friese, 1925)",TRUE,NA
2,"Andrena viktorovi Osytshnjuk, 1983",NA,BeeBDC_TempCode_150,Andrena viktorovi,Andrenidae,Andreninae,Andrena,NA,viktorovi,NA,"Osytshnjuk, 1983",http://www.atlashymenoptera.net/biblio/01500/Gusenleitner_&_Schwarz_2002_Welweite_Checkliste_der_Bienengattung_Andrena_ENTS_S12_0001-1280.pdf,2002,NA,MCO,NA,"Andrena viktorovi Osytshnjuk, 1983",TRUE,NA
1,"Trachusa fulvopilosa Thorp and Brooks, 1994",NA,BeeBDC_TempCode_151,Trachusa fulvopilosa,Megachilidae,Megachilinae,Trachusa,NA,fulvopilosa,NA,"Thorp and Brooks, 1994",https://www.biodiversitylibrary.org/part/777,1994,NA,MCO,NA,"Trachusa fulvopilosa Thorp and Brooks, 1994",TRUE,NA
4,"Coelioxys elsei Schwarz, 2001",NA,BeeBDC_TempCode_152,Coelioxys elsei,Megachilidae,Megachilinae,Coelioxys,NA,elsei,NA,"Schwarz, 2001",https://www.zobodat.at/pdf/LBB_0048_2_1753-1771.pdf,2016,NA,MCO,NA,"Coelioxys elsei Schwarz, 2001",TRUE,NA
