Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Georgia,GEO,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,0.000994492,0.001058815,0.001123371,0.001162704,0.001249908,0.001383529,0.001441268,0.00145055,0.001532115,0.00168244,0.001809241,0.001911385,0.002058507,0.002205698,0.002415241,0.002529266,0.002730603,0.002861671,0.002880272,0.003028861,0.003002423,0.002912105,0.00299357,0.003047571,0.002997939,0.003123698,0.003970305,0.030614548,3.338742848,186.5768859,522.1873482,861.2553958,1047.124391,1183.450777,1363.588692,1482.194219,1662.526128,1874.066077,2167.174123,2501.51502,2977.832752,3553.780113,4402.35866,4956.516248,4715.265942,5849.163981,6947.799792,7481.346916,7837.709015,8528.762864,9273.943729,9806.29134,11089.0439,12175.87639,13366.6258,13374.37505,16373.78964,19625.57865,21339.94971
Ghana,GHA,GDP per capita (current LCU),NY.GDP.PCAP.CN,0.012573229,0.013081955,0.013555473,0.014748782,0.016177595,0.0187283,0.018928488,0.018305553,0.020194456,0.023186948,0.025491162,0.027445751,0.030055674,0.03632799,0.046980642,0.051744159,0.062099118,0.103117677,0.187992185,0.245074648,0.361155597,0.594663374,0.68693814,1.417407141,2.027815354,2.512906511,3.660210703,5.212849885,7.164797862,9.415173493,12.43473321,15.32195186,17.25743753,23.26475235,30.54424385,44.45069103,63.5434524,77.25733029,92.41928862,107.3161824,138.071736,188.5100881,235.3850691,310.1697488,364.677672,432.3288076,827.4118641,976.6380832,1240.585796,1466.792557,1800.297399,2282.548102,2804.126463,4522.248102,5627.818834,6356.76034,7430.207216,8695.509492,9996.144742,11310.86179,12179.48568,14061.90418,18351.61424,24665.4153
Gibraltar,GIB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,18826.19693,20582.57222,21856.70073,24010.34897,25900.47799,27498.69405,31038.73967,30906.85573,33197.24621,34720.1332,37179.83623,39877.19364,51586.12749,66150.99471,82148.45182,100240.0565,171044.2238,219082.8449,275920.9441,341911.0597,403978.772,500941.3684,632283.3584,648352.9825,663381.7428,714943.8887,737188.1875,770491.9585,809660.7175,856518.0035,915126.869,952800.3655,990850.4135,1137063.855,1327363.811,1707499.841,2328656.877,2762093.423,3276861.477,3217980.069,3820901.843,4291118.115,4945741.156,5234045.833,5432919.245,5662236.417,6461151.615,7665672.853,8510270.727,9587046.969,10269639.81,11609943.12,13173022.26,14792407.62
"Gambia, The",GMB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,167.3545266,176.6529522,171.7917023,183.1858373,206.059414,210.3553628,211.2199917,221.6496274,275.5066364,339.7731148,395.161372,485.7088294,532.5614363,562.6296294,577.3837787,586.1039839,643.8473614,707.9264621,770.6129258,1026.861131,1446.151769,1689.334722,1861.866269,2155.227701,2400.789436,5563.80591,5637.041233,5890.359314,5931.537331,6039.335671,6497.180451,6224.132006,6594.390679,6647.949837,6964.408618,7288.875385,7566.033163,8871.763127,17916.82699,17687.04468,17287.75488,18035.53437,19037.89031,20572.77547,22315.21415,20784.43934,22022.79878,23278.42168,23439.30286,25999.82407,27787.74925,29456.87822,32903.29807,36188.91933,36258.73753,39958.48259,44434.54245,51554.08687
Guinea-Bissau,GNB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,189.9390233,184.9220292,205.9936359,227.2459787,250.3560042,273.6233779,274.2893444,246.4101655,278.6006865,286.4830951,265.3739596,314.1844747,375.4610578,440.1807866,753.6363656,1022.694071,2126.817573,4186.026905,7739.21595,16102.47423,21902.19555,37858.35479,61353.01504,90381.09965,111492.4152,164300.5019,250064.5217,350523.6852,294476.9714,295667.3657,225808.9864,240337.2492,251857.0727,244015.5555,227912.5814,244490.8962,234515.5521,248515.2106,285461.5119,274123.3459,296807.2701,338883.7303,324183.7763,322821.9474,321537.0109,380846.1982,402189.7444,454059.5779,448445.8078,442000.5105,434147.6555,464070.0997,507810.2515,554571.6515
Equatorial Guinea,GNQ,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,8055.065047,9384.562113,10783.72315,13168.70615,13752.4584,14461.66019,14987.71109,14758.8491,14649.39818,14463.12253,13771.19615,15872.84013,18694.37427,21136.9686,25125.72464,29107.47779,,,19831.65811,22837.9276,30824.06149,37858.91716,45193.87254,73755.60694,66604.40676,67637.27207,69381.30319,62792.86941,65570.25748,64758.09783,71122.02065,74050.38483,103646.9451,126272.2149,204123.8166,426340.5836,347270.1615,583824.1104,1087227.95,1489108.62,1669875.777,1828757.54,2819780.55,5012454.884,5825095.149,6602812.374,8888808.82,6798902.16,7375163.085,8793224.164,9576211.676,8714658.493,8297554.863,5787361.736,4761768.441,4883554.354,4843041.467,4287339.403,3568024.559,4144521.263,5022673.125,4286395.86
Greece,GRC,GDP per capita (current LCU),NY.GDP.PCAP.CN,45.8098413,52.01290776,54.32638991,61.2087209,68.99828434,79.17364154,87.81491147,94.03796921,101.6380145,116.5715845,131.5061426,145.4046841,167.171469,217.4946014,248.9298732,296.7194865,363.4664214,420.1170782,506.0815217,620.2366966,737.2971028,874.831515,1093.529985,1297.136674,1605.228723,1950.997151,2323.69239,2608.885071,3163.059059,3739.726793,4466.006171,5449.758995,6252.11084,6998.454172,7896.994099,8811.044585,9712.374915,10759.72219,11684.38495,12431.93481,13071.42196,14011.41489,14993.61898,16371.13443,17682.64087,18133.85073,19769.00287,21061.24466,21844.54444,21385.95637,20152.60839,18307.97543,17055.7219,16405.00853,16271.50715,16298.93448,16192.89584,16448.96784,16729.6795,17100.78028,15424.05141,17172.56299,19816.05439,21262.074
Grenada,GRD,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,2003.915093,2488.967269,2898.50883,3157.29174,3279.2861,3508.360712,3624.775569,3944.467255,4502.732551,5020.087727,5770.691935,6389.51224,7274.294868,7580.912698,8140.162193,8288.135392,8187.024948,8507.975847,8878.20296,9448.723843,10032.44559,11336.53202,12183.00647,13069.84697,13018.81949,13479.5918,14674.90988,14770.62895,17033.39561,16997.25916,18334.71202,19827.30223,18388.18886,18254.63219,18294.52305,18632.06571,19454.18787,20861.22131,22624.97899,23893.68654,25135.0055,25850.63773,26697.386,22781.34931,24328.38456,26358.51975,28251.84404
Greenland,GRL,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,11237.07328,13919.15042,15265.6087,17303.26735,20922,24466.60484,29286.06841,34302.01417,39901.1626,44616.93548,53446.21514,60862.7451,65106.79612,73051.82342,74554.0797,82236.84211,91196.26168,99556.37708,110383.2117,122911.3924,113417.2662,117153.1532,113291.1392,108913.0435,115279.2793,121379.9283,124221.8247,126446.4286,137344.0285,140713.0125,153612.0996,160425.9095,163048.2785,180896.6793,191855.7045,194837.9731,210862.3666,216555.5654,226187.6864,240803.9344,247394.7808,253332.7474,266088.7168,266974.1338,283346.656,299636.4544,324345.9225,335200.8118,344431.7512,355542.908,357810.421,359096.6057,,
Guatemala,GTM,GDP per capita (current LCU),NY.GDP.PCAP.CN,252.7561712,253.22729,261.1791338,280.0966364,279.9304645,278.8281385,283.1927246,287.9680471,310.6617452,322.4375294,349.0249756,355.0903711,367.1188811,438.5448512,527.4176968,594.6518036,696.2220153,854.6366434,925.1257445,1027.083696,1143.440402,1217.26402,1200.249234,1212.716559,1234.702641,1418.043086,1954.121465,2125.54628,2398.342931,2689.599506,3791.877971,5088.01455,5656.444614,6561.713381,7439.005802,8278.260382,9061.315769,9999.051014,11227.60457,11960.57264,12920.28567,12183.66197,13163.87809,13800.32563,14773.32514,15790.72313,17114.12135,19112.26527,21186.61243,21643.07063,22985.25585,25131.62731,26282.01721,27677.72845,29224.95047,30578.14664,31716.67533,32727.9004,33729.11045,35772.77101,35596.01316,38899.93085,42407.75542,45406.18914
Guam,GUM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20878.05958,21844.11054,23590.88803,25621.84516,25735.5397,26686.81682,28277.43208,29335.27768,30011.21858,30087.71559,31642.14626,32318.8909,33483.94144,34522.37793,35052.80791,35663.02504,35873.08363,37687.39918,34958.13415,36555.76014,40227.27537,
Guyana,GUY,GDP per capita (current LCU),NY.GDP.PCAP.CN,510.1487788,541.2871625,552.5492161,485.4173413,525.0354977,557.5147607,586.2122517,630.0143394,669.9354267,716.4626918,759.4351595,790.1622627,830.0622997,883.4510492,1294.155762,1592.6984,1507.657723,1477.190042,1649.343164,1712.241214,1937.864956,2048.260325,1854.704549,1885.987677,2143.022035,2523.713197,2823.652974,4550.180436,5455.863801,13720.33545,20967.29209,52366.89889,62730.36975,79128.57389,99797.74877,117430.2186,131426.2393,141255.8897,142728.2002,163143.4227,171282.3044,175575.4407,182090.8351,189417.8252,205450.5118,217021.2542,628207.4463,730452.955,816852.0851,859407.82,934662.5094,1011927.764,1116080.574,1145329.266,1134516.02,1170530.746,1219461.01,1284632.074,1266014.355,1350516.367,1430951.001,2083883.629,3794590.504,4300562.523
High income,HIC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP per capita (current LCU),NY.GDP.PCAP.CN,2284.731903,2353.145418,2628.282706,3048.028297,3392.113223,3878.095556,3934.543651,4156.817449,4347.700318,5030.40969,5836.322304,6595.555336,7811.86342,9743.257261,10790.80817,11114.62256,13978.75166,15987.95733,18378.57525,22859.60606,28365.82331,33487.28634,37231.45598,40650.50233,48535.91211,50974.67102,58017.77504,70740.97303,82819.67446,94361.43646,105049.6976,120188.2823,139148.3493,157771.5641,173908.9373,181771.901,191951.0528,211591.8512,199898.2227,194648.6036,200675.3188,196765.4111,192366.8095,186704.2551,194140.0457,207263.1069,219240.0578,238676.1708,245406.1629,237959.6432,252887.4463,273549.1261,284899.372,297859.7,312608.7558,328923.5116,339475.779,359737.4615,380461.7181,378937.1196,357678.5189,386879.0385,382393.3788,396933.1617
Honduras,HND,GDP per capita (current LCU),NY.GDP.PCAP.CN,322.9551187,332.9083969,352.0433038,361.7749728,391.5198681,423.2639127,444.4897057,469.5589435,493.1791373,494.5618926,519.6293023,509.8516095,543.2978656,599.0057816,659.6442767,695.6239744,808.4408606,970.3230225,1744.744259,1935.319377,2100.672604,2076.062073,2124.939531,2163.81386,2306.619082,2405.87512,2514.779518,2665.035309,2878.401567,3206.112942,4006.031638,4755.84243,5085.335807,5840.27415,6905.442342,8822.205355,10331.36897,12278.88756,13664.06303,14210.77392,16022.02284,17317.65241,18400.04171,19830.6248,21874.38672,24290.39,26634.30254,29474.20279,32390.04233,33299.76362,35414.55127,38855.04721,41097.97737,42021.40535,45425.12001,49535.20387,52418.61205,56446.65198,58745.40098,61234.80984,56713.61797,65762.79547,73756.77427,79887.23213
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.005342653,12.82693918,80.63450076,1155.755062,2562.368724,3402.616671,3799.168133,4332.565955,4795.123512,4942.417548,5361.964567,5989.094906,6577.459838,7242.405852,7816.8365,8396.78737,9163.277021,10042.08449,10810.76092,10340.49797,10332.23475,10534.75077,10470.86819,10543.05519,10565.19866,10937.45384,11414.14752,12087.70784,12813.67866,13594.03949,12593.1209,15171.57019,17733.3196,19846.28794
Haiti,HTI,GDP per capita (current LCU),NY.GDP.PCAP.CN,350.1377418,340.9691834,348.0633678,357.6720052,387.5764385,413.2230226,423.7915491,416.3634666,407.5856346,426.2028672,353.7847707,380.5788953,383.2588417,472.4017398,561.9549911,664.8375665,841.5764421,889.397796,897.2736769,975.900866,1225.32265,1284.157469,1254.065377,1353.510048,1483.840017,1608.668203,1818.011553,1572.749095,1966.849457,2016.641262,2235.481452,2558.287474,2872.138755,3153.034193,4269.11722,5339.87303,6003.016758,6823.098727,7815.136183,8436.410982,15991.42735,17726.71132,19402.55225,23283.92134,26955.79681,30077.5334,34168.48714,36636.85514,41694.37347,48485.57257,48567.51755,52652.96125,56387.22731,62631.39692,64912.00666,68257.43578,79281.02217,91196.06908,97441.43637,113202.2165,128231.4885,147959.2948,187157.8442,238667.8797
Hungary,HUN,GDP per capita (current LCU),NY.GDP.PCAP.CN,18247.20408,19204.97024,20191.71188,21191.31367,22205.65296,22015.79071,24252.5507,26127.41037,28492.81286,31530.70683,33442.37894,36184.54168,39087.4761,42753.24131,44541.34919,47488.54421,51749.43831,56685.50943,61136.44499,66128.60736,69983.31745,75693.18229,82337.36534,87177.72348,95352.03949,100914.8989,106479.8351,120134.9922,141314.2284,170878.0314,209379.0921,250381.5558,295029.6591,356151.9621,438712.067,565059.81,690732.2865,858517.2751,1017167.175,1136753.299,1304876.098,1511517.558,1716166.132,1888534.755,2088627.096,2239994.091,2417288.71,2559910.619,2714627.779,2646084.219,2748502.978,2861911.683,2922940.816,3067992.664,3324868.332,3552282.184,3689278.698,4012555.52,4438282.026,4879080.857,4968588.07,5685437.355,6839304.958,7819921.371
IBRD only,IBD,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP per capita (current LCU),NY.GDP.PCAP.CN,4414.882108,5176.34717,14302.78007,33438.05233,72292.83598,234386.1181,3050.373014,7978.486958,19211.32979,24235.56196,28985.91123,31027.36708,37562.50455,54153.24362,83692.08329,96350.81345,114976.079,137897.0524,161032.5293,221333.3108,306698.5467,356175.784,384159.7342,464118.1209,536276.3989,571324.1581,606295.1753,723906.1232,808816.9015,934258.0145,1073766.663,1227064.594,1378270.488,1719935.674,1960819.661,2293901.93,2644673.854,3067497.012,4598163.457,5212074.433,6492054.855,7582808.349,8276730.975,9026687.77,10161283.87,12125081.86,14405754.38,16822455.86,20798353.77,23264059.86,28129828.51,31694599.77,34432146.53,37690650.08,41250888.49,44487418.12,47361924.31,51379526.21,55561955.33,58730203.18,56806696.53,62014807.35,71099799.26,75278587.55
IDA only,IDX,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,2927.891473,3102.600348,3758.857461,4293.544254,4933.069212,5572.615884,6227.909678,6676.150208,6928.086819,7220.11031,7658.156806,8179.276178,8969.297453,9886.692402,11343.71397,13027.4013,14003.52029,15173.6302,16346.56595,17702.69057,19453.77938,21001.32217,23186.55582,27523.51418,39331.45115,42479.15335,45707.15036,48582.12211,50217.32789,53222.79663,55838.88386,55474.99193,60762.85201,64885.55875,67027.52611,68279.16314,62033.83861,68434.46115,,
India,IND,GDP per capita (current LCU),NY.GDP.PCAP.CN,395.4048514,409.3791344,429.8894222,482.4526841,549.9404422,567.0707504,628.3030783,720.3474738,746.3762709,803.8660736,839.7623863,879.2979566,947.8678326,1127.995511,1301.870073,1366.62614,1440.292957,1596.222402,1691.082401,1813.761065,2110.460359,2423.663157,2650.338123,3017.782622,3305.673759,3646.741072,3990.153195,4436.159743,5149.906497,5789.557235,6618.505057,7449.987348,8387.149595,9456.373929,10870.74382,12502.42424,14185.32104,15416.93666,17351.05756,19108.71187,20194.57989,21457.88123,22694.93028,24990.98217,28042.16528,31456.80653,36290.72082,41175.89129,45694.81511,52028.42102,61537.87111,69467.09211,78023.63952,87005.20987,95375.73217,104106.3012,114980.212,126200.6859,138054.2206,145350.4281,142181.8894,167647.0923,190164.8039,205719.703
Not classified,INX,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current LCU),NY.GDP.PCAP.CN,320.4053926,345.4828827,372.4615417,398.2247478,451.0326113,478.4357991,502.1445319,545.8387899,613.1017483,704.0615216,786.5148364,889.111813,1057.708481,1256.498647,1366.943426,1706.731671,2062.977409,2494.566754,2913.671263,3368.748425,3937.529301,4722.476977,5511.307017,6043.602518,6667.64088,7218.290871,7654.644898,8186.78654,8931.677877,10012.4141,10771.83098,11113.39795,11727.64534,12603.60723,13501.58729,15173.49753,16535.36843,18888.81301,21663.722,24712.60066,28512.56973,31578.24638,34587.92654,36425.89492,38390.63702,40939.97256,43269.52275,44799.27128,41715.36864,37377.22085,36707.39131,37515.36238,38094.84137,38774.38613,41966.67826,56041.94849,56720.4708,62097.81882,67273.49652,72219.86851,75269.98894,86241.92258,98745.00338,95891.87938
"Iran, Islamic Rep.",IRN,GDP per capita (current LCU),NY.GDP.PCAP.CN,14871.53748,15254.14665,15728.2402,16051.50968,17016.56462,19031.35727,20250.55827,21900.00561,24305.04229,26698.28707,29225.27915,35533.07604,43152.00667,60210.69267,97972.64568,107416.3968,141847.8097,163109.158,152711.5973,171223.3659,175333.9422,198700.6776,250273.3381,309789.7751,326848.0872,334447.5281,327236.3411,384226.6722,420261.4188,507639.3333,680840.1446,927480.9389,1210354.971,1776125.328,2329413.974,3246496.837,4390168.05,5067791.511,5571066.306,7366849.357,9582363.105,11073252.31,15203577.03,18514227.27,23703915.82,28923235.02,34264273.2,44902245.41,53025210.44,55265309.94,66811128.2,90329202.76,102110997.2,135548599.3,153257270.4,147985886.2,172962942.2,198052232.9,252600862.1,316112349.2,467307671.8,759461969.6,1178423244,1632326887
Iraq,IRQ,GDP per capita (current LCU),NY.GDP.PCAP.CN,77.49383381,82.24110669,85.16703506,83.37380515,95.40336926,100.8651236,105.6457179,102.984489,112.9843912,113.3512516,119.4433343,134.5553607,130.3377694,143.0445288,302.4865104,342.0923834,436.9406256,472.4282451,547.3604038,843.8373472,1155.077549,806.6176356,878.8346329,846.8345892,946.2749378,952.8968654,907.3445304,1060.367505,1143.92207,1170.003996,3167.13633,2378.723571,6260.766196,16669.25445,81900.42578,319610.8781,300421.6858,675889.9939,742874.4622,1446807.332,2038815.6,1624916.074,1562460.159,1092983.932,1910889.051,2562263.782,3306900.104,3888777.532,5374221.85,4313216.939,5183598.703,6712171.782,7507150.219,7710644.026,7247839.715,5156044.705,5088749.593,5594629.191,6625135.166,6644236.763,5067594.005,6984338.009,9340780.179,7253039.928
Iceland,ISL,GDP per capita (current LCU),NY.GDP.PCAP.CN,519.7892729,576.9789664,681.8602297,799.4768089,1002.96369,1188.723653,1403.540417,1401.253289,1485.711062,1821.475878,2267.191031,2861.847277,3543.500194,4900.676818,7037.033767,9920.070282,13814.45261,19801.99189,30463.91425,44570.89951,71109.14008,109354.5492,169360.5106,289960.4223,379042.0732,513084.4432,674357.4759,868426.4517,1051777.18,1279695.521,1479529.31,1581277.21,1560890.79,1594069.622,1679968.762,1722972.303,1836389.322,1979590.304,2201839.852,2342334.576,2523288.402,2815321.917,2970683.848,3028218.015,3322519.252,3577036.214,4034854.126,4451548.776,5008049.85,5106423.339,5285378.108,5532699.725,5753251.319,6085129.06,6372782,6985317.434,7488857.345,7693533.503,8063185.203,8392707.829,7993072.381,8794272.071,10164267.83,10871430.08
Israel,ISR,GDP per capita (current LCU),NY.GDP.PCAP.CN,0.288832995,0.33751387,0.385847385,0.443340572,0.485004649,0.503817635,0.533627275,0.51749747,0.580858566,0.652947941,0.742865964,0.913956751,1.165034922,1.44427119,2.022520685,2.78726636,3.592393041,5.024460757,8.108118206,14.84423258,33.20627349,77.02194775,175.348607,444.7883487,2148.066622,8004.187165,12330.44526,15622.22022,18843.14715,22117.49434,26678.4776,32508.81581,37922.08741,42711.50299,50317.1012,56963.77926,64207.37105,70252.49109,76407.2075,81728.11167,88195.04723,87938.79127,90184.50822,89384.11992,92136.82641,95246.65575,100231.6262,105305.5697,108262.0214,111351.0997,116905.0556,122925.6165,127847.8244,133388.0651,136890.2695,140728.7174,144752.7779,147994.9406,152264.2435,158451.1986,154380.8578,168388.675,184546.7731,191663.1497
Italy,ITA,GDP per capita (current LCU),NY.GDP.PCAP.CN,269.0828112,297.2742455,331.7554934,377.237335,409.5750661,437.0161908,469.844166,513.8155223,553.4302899,607.5186113,680.095686,738.7173641,804.5465591,965.1013894,1216.342882,1384.878332,1733.829412,2097.860384,2459.081317,2999.53164,3740.495262,4475.365447,5278.231621,6143.872133,7023.017648,7879.616022,8711.430185,9528.72735,10583.5613,11611.58884,12886.99528,14067.54862,14794.47154,15228.99342,16104.37901,17385.08782,18393.73077,19201.09259,20012.67372,20646.97018,21803.07234,22889.99387,23664.25515,24334.58831,25176.57567,25765.88917,26704.17173,27633.23922,27839.37459,26690.01029,27182.01098,27766.43818,27281.93518,26774.78986,26771.32132,27257.35446,27970.58853,28686.60733,29317.10695,30079.96222,27948.71994,30810.70248,33302.19964,35489.02195
Jamaica,JAM,GDP per capita (current LCU),NY.GDP.PCAP.CN,304.0385282,321.1514443,329.9280599,346.5673397,371.7826709,397.4866298,442.8983895,464.3188241,498.3972599,541.0944531,629.6625071,679.9060305,751.3709348,884.1218925,1093.332253,1298.191648,1328.61222,1437.666594,1796.408097,2031.24251,2235.072436,2449.349389,2667.341424,3132.056824,4133.439542,5093.432634,6515.459022,7719.530529,8923.059999,10661.98878,13791.85784,20627.29769,33342.68102,55192.58969,72620.6856,92113.88347,108357.4757,116400.9215,124651.1346,133646.295,148184.7711,161088.6701,178359.1662,205395.8711,233729.5009,261603.2274,291611.5792,327863.5847,367874.1361,391315.2397,421662.3456,451793.7534,476164.1805,516418.8179,553736.4659,593920.0807,628314.8898,674776.0984,720970.8251,750036.6945,697384.376,781632.7433,927805.1707,1059718.412
Jordan,JOR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,195.8894313,200.3802962,178.2441059,146.6365784,170.2095159,146.6571292,148.0150582,165.181926,175.4540815,211.0436511,231.0461583,291.5983983,344.2673797,384.3692729,459.524863,525.462774,628.0089567,685.7276314,710.4384669,726.138515,716.1932508,778.0056872,758.5181116,744.2091463,732.5683172,793.2857303,806.7905691,933.6709348,953.0494811,1018.497178,1057.535617,1065.729073,1085.269025,1157.996145,1167.150598,1186.410911,1232.484588,1287.832203,1339.611428,1462.451443,1571.814134,1757.108988,1874.006423,2424.310401,2569.413758,2779.437874,2948.270726,3114.387891,3179.109008,3021.684955,2885.619637,2842.41737,2891.912646,2943.949191,2953.354165,2839.057928,2948.458148,3060.810036,3182.281079
Japan,JPN,GDP per capita (current LCU),NY.GDP.PCAP.CN,183133.0005,219191.2492,246443.5835,279213.1643,325032.3797,357743.78,411698.8427,477489.9741,559177.7018,649072.901,756269.3053,814060.0305,919048.8207,1103384.242,1299276.326,1417427.283,1574821.71,1738008.249,1896529.228,2038253.641,2192299.263,2333958.576,2435963.876,2529978.124,2662022.101,2816979.071,2940979.734,3057885.294,3267853.122,3485801.461,3735848.491,3964206.544,4051928.471,4041511.187,4081516.72,4157210.374,4258706.076,4311901.759,4244441.456,4170147.12,4221105.619,4181345.508,4115333.673,4102543.103,4143681.562,4167669.226,4185791.606,4213105.366,4121594.84,3865286.965,3947299.133,3891396.588,3921324.307,3991530.464,4076267.325,4231776.532,4283771.916,4355865.86,4389446.499,4405729.944,4275336.01,4396597.678,4473207.986,4753430.967
Kazakhstan,KAZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6704184,9.847000108,146.7234054,1796.208361,26227.85441,64123.3193,90880.02762,109045.1504,115001.6521,135075.4141,174682.0029,218772.3793,254141.6324,309341.2987,391003.8337,501127.5479,667211.5552,829865.3233,1017492.697,1056846.773,1336581.796,1705786.563,1847011.694,2113170.575,2294954.815,2330535.583,2639710.285,3014720.762,3382469.223,3755744.552,3766810.158,4374447.949,5284726.664,5992467.59
Kenya,KEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,729.142204,703.8234998,741.4049585,760.9918135,788.5147502,756.9121078,848.5500538,863.0468888,910.7322423,943.6072174,998.2666391,1067.600614,1221.465429,1376.602075,1606.640559,1753.161536,2061.512375,2551.767654,2717.137314,2983.49367,3330.424972,3694.515691,4034.565449,4404.791045,4758.799256,5182.539873,5826.144783,6280.778163,6856.697655,7611.470406,8480.758513,9374.858525,10726.59166,13138.5289,15331.05387,17309.49972,24913.2596,27157.8702,29199.8939,30266.10131,31370.7147,32082.07534,31585.68001,33517.27755,36627.24209,39497.93837,50427.30513,56559.6842,63364.49979,81151.66903,86652.51454,97631.05292,109024.657,118576.495,130996.966,146939.1324,158557.6015,173313.9711,186980.7651,200931.0236,206115.4031,226912.9832,247435.9024,272686.3195
Kyrgyz Republic,KGZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.407228683,8.083633605,8.705745792,9.74676626,20.72318308,164.171502,1185.533686,2662.000842,3540.281554,5055.591565,6533.877012,7167.414552,10070.24213,13342.66291,14940.74943,15101.44869,16630.26193,18483.10381,19544.26064,21807.46972,26933.737,35345.46036,37379.09832,40450.32031,51860.35252,55370.11343,62118.8195,68664.8959,72267.35382,78350.39066,85585.44416,90052.76143,101300.3315,97218.58995,115577.7453,146345.41,173064.8378
Cambodia,KHM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,1651.440936,1740.509073,1792.622822,1787.992327,1745.63432,1704.196421,1680.800305,1559.000199,1884.160569,3153.419996,2894.169018,7441.680154,15602.21627,29759.66993,35364.06245,84522.59456,181542.6166,324721.8672,665120.3435,667995.9003,772350.8665,822877.57,887483.5,1004391.195,1124133.658,1162044.971,1267059.066,1335841.012,1449451.425,1647028.936,1944221.496,2214718.377,2555064.874,3009805.113,3041644.714,3275516.442,3572739.371,3833296.102,4088548.294,4433475.945,4762289.089,5199617.86,5674454.526,6211718.964,6787745.084,6458050.69,6661387.83,7217978.74,7707767.736
